word	frequency	WiyotEquivalents
another.kind	6	['hikłahl', 'hikłáhl,', 'hikłáhl']
make<nmlz.p>	6	['kó<h>w,', 'ko<h>w,']
whale	6	['toyagáhla,', 'khímak', 'khímak,']
clams	6	['coyúhnawackahr,', 'hułé', 'hułí,', 'lułí,']
go[3sbj]	6	['átol', 'atol', 'łol', 'etol', 'adol', 'lag']
dry<nmlz.p>.	6	['bácawa<h>n.', 'bacawa<h>n.']
TH.REFL	6	['íw', 'iw']
point	6	['šur']
medicine	6	['hawégadak', 'howégadak', 'tawégadak']
INST.IMPL[3SBJ.DEF]	6	['ónihl,', 'ónihl']
drift	6	['wihs', 'wés', 'wíhs', 'wes']
east	6	['tihni', 'tini', 'šwidi', 'kutini', 'tíni', 'éšwarih']
come[3sbj]	6	['yúh', 'lú', 'yu', 'yuh']
starve[3sbj].	6	['wotok.', 'bótog.', 'botog.', 'bótok.', 'wótog.']
dip	6	['yaw', 'kihy']
separate	6	['bac', 'likła']
3SBJ.DEF?	6	['ił.', 'ił?']
in.past	6	['khuno', 'hinóh', 'hinó']
WARN	6	['ko', 'koh']
man.marry	6	['wísápel', 'wisápel', 'wísapel']
someplace	6	['tołto']
rain	6	['phohw', 'phow', 'phów', 'tuphów']
all.right.	5	['hošku.', 'hóšku.']
bite	5	['khanóph', 'khanóphal']
back	5	['totkadag', 'dołe']
TH.CAUS	5	['ey', 'iy']
suck	5	['baloph', 'ł', 'ał']
TH.IMPL[3SBJ]	5	['uhw', 'othuh', 'ihw', 'othuh,', 'ów']
south.	5	['hišbarí.', 'hišbarì.']
care.for	5	['lohlul', 'lólulaw', 'lólúlaw', 'lul']
pepperwood.tree	5	['wókałot', 'wókałot,']
beyond	5	['bó,', 'bo']
be.unfortunate	5	['takwél', 'dákwíl', 'dókwhil', 'dakwéhl', 'dakwíl']
be.content	5	['dakwhów', 'dákwow']
think.3obj	5	['nog', 'dóg', 'dog']
1SBJ.SBJV?	5	['ek.', 'ak.']
all.time	5	['čiwił', 'čiwal', 'čiwał', 'čuwoł', 'čuwowahł']
pelican	5	['čhawedačhi', 'čhawedóčhił', 'čhawedáčhi', 'čhawedóčhi']
be.hoggish	5	['láłb', 'lałb']
frog	5	['cełuhnigáhra,', 'kwakw', 'cełuhnigáhra']
little.boy	5	['dočháčkk,', 'dóčhačk,', 'dočháčk,', 'dočáčk']
feel.so	5	['dakwhów', 'lółb', 'lołb', 'dakwhow']
long.ago.	5	['kukwè.', 'kukwé.']
tell.about[1sbj]	5	['lágadahl,']
NMLZ.INST.	5	['ał.']
straight	5	['šop', 'šóp', 'šopa']
raise	5	['núl', 'łákw', 'dúlał']
across	5	['kimí,', 'tákt', 'takté']
happen[3sbj.stv]	5	['dakw', 'ágadak,']
glass.beads	5	['tikwolánabił', 'tikwolánabił,']
how	5	['tá', 'šukto', 'ta']
swim	5	['uhl', 'kul', 'oyúl', 'lutúl', 'yutúl']
chase	5	['łíckad', 'bel', 'dókwhłír', 'rokwš', 'okwš']
be.fortunate	5	['dakwil', 'dokwíl', 'dokwil', 'dakwhóy', 'dakwíl']
close.eyes	5	['págaróčh', 'nítw']
talk.about[1sbj]	5	['tohl', 'tohl,', 'tóhl', 'tóhl,']
be.tired	5	['kółickadow', 'kołickadów']
value	5	['holán', 'hólen', 'hólan']
recognize	5	['khal', 'lum', 'dakal', 'dákal']
CONT.	5	['wáł.', 'wał.']
INST.INTR	5	['utw']
nearly	5	['tokiłkó', 'čaré,', 'čare', 'tókił']
pull	5	['kén', 'tkèhn', 'tkén', 'tken']
also.	5	['woł.', 'wał.']
be.wet[3sbj.stv]	5	['tulì,', 'tulí,']
enough.	5	['kíłoh.', 'kíł.']
perhaps	5	['kituk']
be.left	5	['talókha', 'lákab']
boat.	5	['lúhwi.', 'holúhwi.']
by<nmlz.p>hand	5	['a<h>n,', 'a<h>n']
INST.IMPL.	5	['ónihl.']
dandy.bill.	5	['winaẁ.', 'winàw.']
go<nmlz.p>.	5	['ato<h>l.', 'áto<h>l.', 'éto<h>l.']
skunk	5	['póčhwi']
listen.to	5	['šópaduk', 'paduk', 'paruk', 'šopadúk']
2SBJ.INT?	5	['ét.']
taste.so[3sbj.stv]	5	['dul,', 'dúl,', 'nul,']
RECP	5	['uhw', 'úhw']
sea.gull	5	['čúkičačk,', 'cukecáckad', 'čukičačk,']
old.man.	5	['kokwìł.', 'kókwił.', 'lokwìł.']
build	5	['bal', 'wágad']
roll	5	['átkalagól', 'atkól', 'átkal']
ocean.	5	['ówih.', 'šúhr.', 'šuhd.']
get.in	5	['tólos']
valuables.	5	['holánih.']
shake.up.and.down	5	['ítbak', 'lítbak']
valuables	5	['lolánabakwił,', 'hólani', 'holánih,']
live	5	['ip', 'ép', 'íp', 'eph', 'éph']
NEG[1SBJ]	5	['ah', 'ig', 'ag', 'ah,']
go.off[3sbj].	5	['wétohd.', 'wetod.', 'wétod.']
be.fine.grained	5	['buy']
taste	5	['ph', 'phoy']
flow	5	['lól', 'lol']
attack	5	['wólaw']
north.wind	5	['dóhtagahn', 'dótagán', 'dotagáhn,']
at.side.of.fire	5	['wakhté', 'bakte', 'wákt', 'wakté']
feel.content	5	['dakwhów', 'dakwhow', 'dákwhow']
wash	5	['čbeł', 'kuhs', 'tathigal', 'thígalés']
sea.lion	5	['kuhmoyúlił', 'kumoyúlił', 'kumóyulił', 'kuhmoyúlił,']
be.near	5	['díhroy,', 'dihroy', 'díhroy', 'díhr']
cook[3sbj.pass]	5	['tut,', 'láp,']
somewhere	5	['tołto', 'tółto', 'tełkował', 'tełkówał']
bury	5	['kwás', 'kwas']
canoe	5	['holúwi', 'hóluwi']
eels.	5	['kútaw.']
one.side	5	['soy', 'se', 'sóy', 'sé']
poke	5	['čačkoy']
be.red	5	['šog', 'sóg', 'šóg', 'šók', 'šów']
tide.go.out	5	['bacawétk', 'wacawétk', 'wágadohw']
IMP.	5	['ì.', 'ih.', 'ig.', 'a.']
tell.about.3obj[1sbj]	5	['lágadahl', 'lágadahl,']
mother	5	['ko', 'kó,', 'kwóč']
wherever	5	['tółko', 'tołko', 'halaw', 'halab']
look.up	5	['tówełor', 'tówiłór', 'tówiłor']
break	5	['tikw', 'al', 'ál']
be.married	5	['kahwí', 'wisápel', 'wis']
basket	4	['dol', 'hitwáł,', 'dóhl', 'dohl']
fawn	4	['pucad', 'púcad']
elk.	4	['méhlakw.', 'mélakw.', 'béhlakw.']
yes	4	['heh']
stir	4	['lolohwil', 'lolóhwil']
go.down.in	4	['łak', 'łák']
wear.around.neck	4	['wohg', 'lohg']
see[1sbj].	4	['bał.', 'wál.', 'wał.']
everything	4	['halahn,', 'harowo', 'toł', 'haru']
call.kin	4	['nókhot', 'nokot', 'nokhot']
cook<sub>	4	['pú<h>w']
shake	4	['pel', 'pil', 'pi']
be.alive	4	['kuhwadaw', 'kuhwad']
buck.skin	4	['híkw,', 'híkw', 'hitw']
NEG[2SBJ].	4	['ih.', 'eh.', 'eg.', 'uhm.']
happen.so[3sbj.def].	4	['dakw.', 'dágadak.', 'nágadak.']
be.inside	4	['we', 'tólog,', 'lóg', 'tól']
[split	4	['[wohwalot']
cook[3sbj.def]	4	['tút,', 'tut', 'tut,']
come[1sbj].	4	['łuh.', 'yú.', 'lúh.', 'duh.']
be.sick	4	['sókw', 'sak', 'sáksokw', 'šidak']
want	4	['thíšk', 'tíšk', 'tišk']
jump.across	4	['hitad', 'taktól']
in.that.place.	4	['lákah.']
blood	4	['káhwik,', 'káwekh', 'kahwik']
mouth	4	['alúl,', 'tk', 'yótk']
3SUB.	4	['ahl.']
still	4	['talok']
outside	4	['kadu', 'kaduh', 'kedú', 'kadú']
do.wrong	4	['sílok', 'síkak']
have.sense	4	['lókw', 'lokw', 'lokwh']
leaves.	4	['hiwégadák.', 'hiwégadak.', 'wadetkapłíwahl.', 'hawégadak.']
be.alone	4	['talokh', 'lakw', 'talókh', 'talok']
along	4	['wola']
tell.tradition	4	['łócar', 'łóc']
go.around	4	['yol', 'lól', 'lol']
wrap	4	['ph', 'aph', 'yaph']
be.hot	4	['kłat', 'kłát', 'kłet']
headdress	4	['úhn,']
come[1sbj]	4	['luh', 'yú,', 'yuw']
3OBJ[3SBJ]	4	['em', 'um', 'ihm,', 'om']
die[3sbj]	4	['dakw', 'nakw']
be.in.love	4	['tiškómád', 'tiškomád', 'tiškómad']
in.that.place	4	['lákah,', 'lakah']
happen[3sbj.def]	4	['nagadak,', 'dakw', 'dákw,', 'nágadak,']
HORT.	4	['it.']
put.on.belt	4	['haphaláš', 'yáphaléš', 'áphłíš', 'áphłiš']
be<th.stv>heavy	4	['lá<h>g', 'la<h>g']
he.who.was.dug.up	4	['wonóčhałóyawik', 'wanóčhałóyawik']
fix	4	['lok', 'k']
happen.so[3sbj.def]	4	['dagadak,', 'nagadak,']
2SBJ[IMP].	4	['at.']
gather.acorns	4	['wel', 'béhl', 'letawók']
no.longer.n2	4	['kalók', 'kalok']
up	4	['nół', 'rul', 'núl', 'tót,']
on.both.sides	4	['yoł', 'hoł', 'yół']
wind.blow	4	['ag', 'yag']
DUB.	4	['kíto.', 'koh.']
lay.down[3sbj].	4	['lim.', 'tékwhłihm.', 'tékwhłim.', 'tekwhłim.']
happen[nmlz].	4	['dágadak.', 'ágadak.']
plant	4	['hawígadak,', 'thóhl', 'lathohlaw']
pass.by	4	['wetw', 'wétw', 'wít', 'wítwisk']
land.	4	['lágadak.']
affect	4	['okw', 'ókw', 'akw']
girl[pl]	4	['cararił', 'carórił']
fast	4	['tarag', 'tadawa']
arrange	4	['lót', 'ales', 'eł', 'lonelís']
hill	4	['kwás', 'kwas', 'kwás,']
2NEG.EMPH	4	['khi']
river.	4	['koyólił.', 'lólił.', 'łólił.', 'kohwì.']
hummingbird	4	['cakwhónabahra,']
accompany	4	['lół', 'lótw']
go.with	4	['hal', 'lół', 'lótw']
at.night	4	['dácwi', 'dacwáhl,', 'dácabahl', 'dacawáhl,']
carry.meat	4	['ocw', 'locw', 'ócw', 'lócw']
money	4	['híyowéčhk', 'tiyawéčhk', 'hiwéčk', 'hiwéčk,']
pack.basket.	4	['kholawúh.', 'khulawúh.']
happen[3sbj.stv].	4	['ágadak.']
bucket.basket	4	['hucwoc', 'hučwóč,']
go.to.work	4	['kók', 'kak', 'kom']
fly	4	['łol', 'lól', 'adoyól', 'łól']
set.aside	4	['lúłihs', 'híłihs', 'litotaw', 'lił']
weave.basket	4	['líwakwh', 'liwakwh']
raccoon	4	['čbełigáčočih', 'hóroweš', 'čbełigáčočih,']
indian.style	4	['kukwók,', 'kúkwok,', 'kukwok']
start.off	4	['kigától', 'kikától', 'kégatol']
price	4	['akw,', 'akw']
decorate	4	['ím', 'bíyim', 'lím']
all.kinds	4	['halu', 'hálahn,']
be.big	4	['not', 'dot', 'doh', 'nót']
trail	4	['wółal', 'wołal', 'wołál']
be.thick	4	['dotoy', 'donot']
NEG[3SBJ]	4	['uh']
old.lady	4	['šihrúkhih,']
mark	4	['čhwé', 'kal', 'lím', 'tíman']
bones	4	['watkadót,', 'wátkadót', 'watkedót']
southwest	4	['šud']
get.dark	4	['kún', 'khun']
be.season	4	['kálabagad']
put.with	4	['piwalokw', 'píwatks', 'piwatks']
stay[1sbj].	4	['tó.', 'tol.', 'to.']
N2.NEG.EMPH	4	['kí', 'ki']
NMLZ.A[LOC]	4	['ił', 'ił,']
young.woman.	4	['carórił.']
strawberries	4	['lóš,', 'lóš', 'loš']
pick	4	['lópł', 'kos']
the.other.day	4	['khuno', 'khúno,']
blow	4	['phíšun']
june.bug	4	['khítkaš,', 'khítkaš']
go.along.with	4	['lalók', 'talohl', 'hl']
come.up	4	['lit', 'lét', 'yít']
be.born	4	['kókws', 'kókw', 'kokw']
3SBJ.DEF[NMLZ]	4	['ił,', 'íł,']
pull.up	4	['dúl', 'ł', 'lał']
cl.round.object	4	['étk', 'átk', 'atk']
grandchild	4	['káł', 'káł,', 'kwał']
loosely.woven.plate.basket	4	['dóhl,', 'dohl']
1OBJ[3SBJ]	4	['wel', 'il', 'eh', 'el']
tide	4	['wágadohw', 'okhów', 'ágadohw']
TH.INTR	4	['aw']
narrate	4	['lágarál', 'lágadahl', 'lágadáhl', 'lágadál']
track	4	['dáłak', 'dałáhk', 'wélił', 'wéleł']
long.way	4	['kudowo', 'kudawó', 'kudowó']
be.ripe[3sbj.stv].	4	['láp.']
hook	4	['čokwłoy', 'čkwłoy', 'tokwłoy', 'čokwłoyúw']
1OBJ[3SBJ].	3	['el.', 'ol.']
peel	3	['pitab', 'sbin', 'pitabohwil']
woods[loc]	3	['wonókw', 'wónokw,']
be.there	3	['tohl', 'lakws', 'lakw']
south.west	3	['šudó', 'šadó']
3SBJ<NMLZ>STV	3	['a<h>n']
pull.out	3	['łén', 'łówín']
cl.long.object	3	['okh']
cook[1sbj].	3	['tutot.', 'pú.', 'pu.']
drag	3	['dánus', 'luhnos', 'lunós']
tell.story	3	['boyagahr']
bucket.basket.	3	['učwóč.', 'hučwóč.']
doctor.	3	['hnalótwił.', 'hohnalótwił.']
shite.poke	3	['kwókwhaš']
tell.news	3	['nówał', 'yówad', 'dówad']
chinook.salmon	3	['dikwhówadawół', 'dikwhówahdawoł', 'dikwhówadawoł']
appear[3sbj].	3	['lołohl.', 'dakw.']
cook[1sbj]	3	['puw', 'tútot,', 'pu']
yes.	3	['heh.', 'wóyo.']
separately	3	['likł', 'likhłá']
cl.hairlike	3	['aphł', 'phł']
3SBJ.INDF[NMLZ].	3	['uy.', 'u<h>y.', 'oy.']
king.salmon.	3	['tabáhl.']
cover	3	['lókwali', 'lókw', 'yokwal']
take.ashore	3	['łí', 'łém', 'łés']
teeth	3	['apt', 'bapt', 'ap']
come.so	3	['núw', 'dúw']
appear<3sbj.stv>.	3	['lołó<h>w.', 'lóło<h>w.', 'loło<h>w.']
urinate	3	['tehkal', 'tékal']
3SBJ.STV[NMLZ].	3	['ib.', 'ad.']
stand<emp>	3	['oh<ya>w']
NMLZ.A[3POSS]	3	['ił', 'ił,']
get.married	3	['wisapal']
when.int	3	['šuwo', 'šawo']
roast	3	['kúkt', 'púčhočk', 'kukt']
husband	3	['káwew', 'kowéw', 'kúwih']
be.so[3sbj.def]	3	['dákw', 'dakw,']
dwell[nmlz].	3	['tokw.']
3<TH.SBJV>OBJ	3	['o<h>m', 'ó<h>m', 'a<h>m']
beside	3	['we', 'wé']
hole	3	['widad', 'kal', 'al']
3PL?	3	['tokwun?', 'toku.']
father	3	['tón', 'toš']
whistle	3	['púcad']
abuse.3obj	3	['lokw', 'lok']
child.	3	['cék.', 'cèk.']
rich.folks	3	['wikókigił,']
point.at	3	['swé', 'sbé']
grass	3	['hawígadak,', 'hawegádak']
drying.frame	3	['pakaró,', 'téthad']
go.down.in[3sbj].	3	['lok.']
drum	3	['tatkar', 'tatkár']
IMP!	3	['i!', 'úh!']
IMPL.	3	['h.', 'okw.']
go.to.dance	3	['litaw', 'lítaw']
3SBJ<TH.PASS>PASS.	3	['a<h>n.', 'a<h>d.']
acorn.	3	['komák.', 'kohmàk.']
long.time	3	['kuče', 'nu', 'núk']
woman.	3	['mutwił.', 'kabuč.']
husband.	3	['kúwih.']
belly	3	['tohg', 'tóg']
apples	3	['skapoy,', 'skapohla,']
how.long.int	3	['šuwo']
NEG[3SBJ].	3	['uh.']
flat	3	['paloy']
intestines	3	['tíł']
relating.to.	3	['bał.', 'wał.']
pay.for.insult	3	['pt', 'ptát']
TH.PASS[3SBJ].	3	['uh.', 'ohw.', 'ihw.']
eat.with.enjoyment	3	['tihwal', 'butíhwal']
make.fire	3	['wás', 'yákwt']
stone.mortar	3	['bacéšarohw']
hither	3	['íkwh', 'wik', 'luta']
morning	3	['wol', 'karawałórih,']
bear.	3	['khanóphalił.', 'mokw.']
coyote.	3	['wítkoł.', 'witkoł.']
heart	3	['wátw', 'watw', 'wat']
sleep.soundly	3	['lúwetw', 'tadátw', 'tadítw']
be.white	3	['balúyab', 'balúyaw']
DUB[1SBJ]	3	['kito', 'kitó']
be<3sbj.stv>full.	3	['kuró<h>w.']
venison.	3	['čečóč.', 'čečhóčh.', 'čéčhočh.']
get.into	3	['rašíkw', 'tólos']
put.up[3sbj.def].	3	['tùł.']
be.daylight[nmlz]	3	['dowáłor', 'dawáłohr', 'dawáłor']
3SUB[NMLZ]	3	['ahl,']
chief	3	['pacé', 'pace']
awaken	3	['béšokw', 'wešókw', 'bihšokw']
bird	3	['cúckiš,', 'cúckiš']
all.the.time	3	['čiwał', 'kučetowił', 'četówił']
show	3	['walíkws', 'welekwhs']
be.hand	3	['ohšón', 'šón']
between	3	['li']
1SBJ<N.IND>SBJV.	3	['a<h>g.', 'é<h>g.']
twine	3	['hitk', 'taw']
say[3sbj]	3	['lehl', 'hił', 'hihl']
sit.down.to.rest	3	['lutágadokw']
bone	3	['atkad', 'wátkadot']
early.tomorrow	3	['wólok', 'wólokw']
thither	3	['lút']
north.	3	['buhd.', 'búhr.']
give.present	3	['łak', 'łák']
fly[pl]	3	['phiłwátkuthii', 'phiłwátkuthii,']
be.straight	3	['šuyag', 'šuyakúnariš', 'šuyagun']
be.full	3	['kur', 'šwahd', 'šwáhd']
again	3	['kwołwał']
headdress.	3	['úhn.']
shoe	3	['šigadak', 'šigadakh']
be.old	3	['lókw', 'kučh']
on.account.of	3	['wał', 'wáł']
be.born[3sbj].	3	['kókw.', 'kokw.']
3SBJ.DEF).	3	['ił).']
3SBJ.DEF[NMLZ.POSS]	3	['ił,', 'íł,']
alton	3	['kidagadolił', 'kidagadólił,']
come.to.surface	3	['thégal', 'thígal']
front.dress	3	['butw', 'bútw,']
mud.hen	3	['taktóyagárag', 'toktóyagáhrag', 'taktóyagahrag']
wood.	3	['bótih.']
no.	3	['kiyo.', 'kíyo.']
salmon.trout	3	['patitkoníhla,']
be.inside[3sbj.stv].	3	['tólog.']
3SBJ<TH.STV>PASS	3	['a<h>d', 'a<h>n']
believe	3	['buyagá', 'buy']
bullheads.	3	['dúhnoks.']
UNK[LOC]	3	['phlátkosómalim', 'hatbaláka', 'phłátkosómalim']
be.male	3	['kowéw', 'kawéw', 'kuwíkw']
2SBJ<NEG>SBJV	3	['a<h>g', 'a<h>m']
wander	3	['lotwít', 'lól']
take.off	3	['łen', 'lan']
pismo.clams	3	['bákohr']
cl.flat	3	['étk', 'apł']
do.of.own.volition	3	['ál', 'ar']
empty	3	['wagáck']
rise.up	3	['núluhs', 'dúluhs']
set.snares	3	['rowaríšwoč', 'waríšwoč']
southeast	3	['łakó', 'hišbarí,']
each	3	['yón', 'hóna', 'lóhna']
coal	3	['waróg']
cook[3sbj.def].	3	['ot.', 'tút.']
half	3	['šopé', 'pik']
yesterday	3	['khuno', 'khunó']
vomit	3	['yaganom', 'bohyagan']
fall.over	3	['cachór', 'lágadol']
3SBJ.IMP]	3	['ád],']
NEG[1SBJ].	3	['ih.', 'éh.', 'eh(g).']
be.related.to	3	['dakal']
search.for	3	['łów', 'lół']
be.pregnant	3	['with', 'wéy']
hill.onion	3	['palókh']
inside.filet.of.salmon.	3	['wochòy.']
june.bug.	3	['khítkaš.']
hands	3	['wehsón', 'ahšón']
flute.	3	['wilabóh.', 'wílaboh.', 'bilaboh.']
IMPL	3	['uhw', 'óhw,', 'áw']
six	3	['takłaluk']
maidenhair.fern	3	['siswókwi,']
little.boy.	3	['dočháčk.', 'dočhačk.']
lady.fern	3	['macowáłahl,', 'macowáłahl']
show.so	3	['dakhalakw']
maternal.aunt	3	['čúl']
come.out	3	['tigad', 'kátw', 'hamah']
used.to	3	['kuče', 'kučé,']
pick[3obj]	3	['lópł']
bottom.knot	3	['túkhiš,']
have	3	['hol', 'um', 'wal']
be.boss	3	['pacé', 'tekłol']
3POSS[NMLZ]	3	['ehl', 'ehl,', 'ahl']
WARN.	3	['ko.', 'koh.']
gill.net	3	['bopáhlił,', 'lúhs']
wipe	3	['atw', 'kotbal', 'katb']
be.flat	3	['pal', 'paloy', 'par']
2SBJ.STV.	3	['ot.', 'ad.']
just.ready.to	3	['ł', 'łikú', 'łkó']
travel[1sbj].	3	['atol.', 'lol.']
nail	3	['łbetkal']
go.about[3sbj].	3	['lól.', 'lol.']
make.torch	3	['kwéth']
fine	3	['košb']
spruce.root	3	['tóp,']
2SBJ?	3	['it?', 'át.', 'at?']
turn	3	['pita', 'kúm', 'kum']
roots	3	['lopitk', 'lópitk']
turn.up	3	['akwag', 'takwag']
bare.foot	3	['pičabérił']
be.warm	3	['labágad', 'ká', 'naká']
twist.around	3	['pitaworagíchad', 'pitawragíchad', 'kaboy']
NMLZ.SUB	3	['akw', 'w']
be.lazy	3	['tbíy', 'putágad', 'putagad']
eureka.	3	['čóručiči.']
how.much	3	['šuwo']
take.care.of	3	['yolúl', 'yohlul', 'lólúl']
INTR	3	['aw']
downriver	3	['bał']
pubescent.girl	3	['karocbíwoš,']
down.on.beach	3	['šudiyó', 'šudéyał', 'šuhdiyó']
INST.IMPL[3SBJ.DEF].	3	['onihl.', 'ónihl.']
nephew	3	['wadósak']
peck	3	['tathithón', 'tathár']
be.fine	3	['kakóšbał', 'buy']
deer	3	['hółakw', 'hółak']
yurok.indians	3	['hiktók,']
be.enough	3	['píčhol', 'pičhal', 'pičál']
dwell[3sbj.stv]	3	['tókw,', 'tokw,']
await	3	['kusw', 'swóm', 'kusb']
feel.like	3	['dokw', 'dów']
tease	3	['šbakw']
pack	3	['holócwak,', 'hócwak,', 'lócw']
make<nmlz.p>.	3	['kó<h>w.', 'ko<h>w.']
go.through.enclosure	3	['katáw', 'kátaw']
try	3	['łég', 'łékh']
tell.lie[1sbj]	3	['šbípur', 'šbipur,', 'šbípur,']
CAUS[3OBJ]	3	['is', 's']
TH.IMPL[NMLZ].	3	['ohw.']
make.flat	3	['pal', 'paloyákws']
3SBJ.DEF[NMLZ.LOC].	3	['ił.']
3OBJ<TH.NEG>[2SBJ.IMP].	3	['u<h>m.']
indian.potato.	3	['daphšágad.', 'putarúš.']
laugh.at	3	['wákh', 'rakh']
be.midnight	3	['kwhan', 'kwhán', 'kwan']
look.around	3	['tówełor', 'tówiłór', 'tówiłor']
be.high.tide	3	['now', 'nów']
taste[3sbj.def].	3	['ùl.', 'phoy.']
on.beach	3	['tini']
spear	3	['tatwóg']
initially	3	['šip']
now.	3	['wudakił.', 'wakìł.']
lie<th.stv>there	3	['séhl', 'ko<h>mal', 'tóhl']
hand.over	3	['łéc', 'lákws']
turn.around	3	['dabíy']
rub	3	['katb', 'katw', 'kotw']
ił	2	['3sbj.def']
be.fat	2	['bíwad', 'bíwed']
3SBJ.STV?	2	['ad?', 'eh.']
UNK.	2	['todakúmadódačhóyh.', 'eg.']
sturgeon	2	['póhm,']
hi	2	['pst']
small	2	['bakł']
be.upside.down	2	['kahrabag']
plan	2	['sbókw']
bow[loc]	2	['wikuwógad,', 'wikuwógad']
shake.from.side.to.side	2	['łipacks']
be.torch	2	['kwéth']
put.arm.around.neck	2	['popukéčhad', 'pephukečad']
jump.up	2	['litadól', 'tól']
redwood.	2	['kadóthih.']
tight.storage.basket	2	['tíluhl', 'tíhlul']
3SBJ<TH.NEG>IMPL	2	['á<h>n', 'a<h>n']
be.inside[3sbj.stv]	2	['tólog,']
hurt	2	['tók', 'kał']
have.runners	2	['lúnas']
be.wide	2	['dónot', 'donot']
visit[3sbj].	2	['wółal.']
appear[3sbj]	2	['lułom', 'hołóhl']
corn	2	['paroyókohłak']
cl.round.	2	['atk.']
that.way	2	['čuwował', 'čiwoł']
rabbit	2	['łowépalukił,']
1SBJ.STV.SBJV	2	['ok,', 'ók,']
like[3sbj]?	2	['wan.', 'won.']
use.gill.net	2	['uhs', 'lúhs']
indian.doctor.	2	['hnalótwił.']
dan.prince	2	['šáne', 'šáne,']
1SBJ<NEG>SBJV.	2	['a<h>g.', 'i<h>g.']
eight	2	['hiwitaw']
o.clock	2	['lókhihl', 'lókhihl,']
pain	2	['sílak,']
center	2	['šop', 'šopetk']
step	2	['phów', 'tów']
angelica.root	2	['cuhm', 'cúhm,']
think[nmlz.p]	2	['dów,', 'dow,']
make.mistake	2	['sígán', 'ségán']
step.on	2	['wocot', 'phówot']
maybe	2	['mípi,', 'mípi']
ten	2	['delúk']
cottonwood	2	['muš']
meet	2	['sat', 'bós']
make[1sbj].	2	['kóhw.', 'ków.']
straighten	2	['díthad']
go<th.imp>	2	['áto<h>l', 'ato<h>l']
clothes	2	['khsékw']
indian.doctor	2	['hnalótwił,']
by<th.imp>hand	2	['a<h>n']
mash	2	['ročohwir']
gill.net.	2	['bopáhlił.']
3OBJ[2SBJ]?	2	['ohw?', 'om?']
eggs	2	['was']
come.for.in.boat	2	['límilúth', 'límiluth']
bare	2	['pičab']
3SUB[1SBJ].	2	['ahl.']
mention.name.in.song	2	['dódačeyutw', 'redočéyutw']
cut.off	2	['łal', 'lal']
be.like.nmlz	2	['ehlog', 'ahlag']
gamble[1sbj]	2	['wóphš', 'pšíhr']
by.water<nmlz.p>	2	['ú<h>l,']
today	2	['hílokw', 'wadalókw,']
move.to.the.side	2	['ličačkál', 'ličačkal']
crabs	2	['łburagátih,']
open.work.basket.plate	2	['dól', 'dohl']
do.so[3sbj]	2	['dákw,', 'nár']
others	2	['kikłahl', 'ikłáhl']
prop.up.pass	2	['kókharatkš', 'thonápš']
2SBJ[IMP]	2	['at']
seaweed	2	['totáł,', 'čkóyabučak,']
hollow.weed	2	['wúg,', 'wúg']
at.night.	2	['dácawahl.', 'dacawáhl.']
put.away	2	['buk', 'wuk']
surf.fish	2	['hút.', 'hút,']
go<n.ind>[2sbj.imp].	2	['áto<h>l.']
pestle	2	['thul', 'thuhl']
be.valuable	2	['hólán', 'lolánab']
1OBJ[1SBJ].	2	['el.']
rest.from.dancing[3sbj].	2	['ágadakw.', 'ágadokw.']
sing.like.doctor	2	['lón']
taste.so[3sbj.stv].	2	['dul.']
basketry.cap	2	['kíhy,']
coals	2	['waróg,']
stick.to	2	['díyabakw']
early	2	['wał', 'wólo']
go.by.water	2	['uth']
measure	2	['sbókw']
gather.up[3sbj.def].	2	['balóckat.']
set	2	['low', 'khow']
sunshine	2	['létik,']
seem.so[3sbj.stv]	2	['dákw,', 'dakw,']
rattlesnake	2	['tonárił,']
3SBJ<TH.STV>STV	2	['i<h>m:', 'a<h>n,']
bite[1sbj].	2	['khanóp.']
leach	2	['khíłisw']
pour.out	2	['paragáš']
be.smooth	2	['dał']
horse	2	['lakwiskahn,', 'wóyic,']
sometimes.	2	['bígoy.', 'bigoy.']
put.on.belt[nmlz].	2	['láphalaš.', 'láphlaš.']
be.sharp	2	['kacbłagád', 'kacbłagad']
circle.about	2	['wéš']
day	2	['ók,', 'béw']
3OBJ.	2	['m.', 'uhm.']
spring[loc].	2	['patówhw.', 'patowhw.']
lead	2	['lóphat', 'lul']
at.midnight	2	['kwhanšópag', 'kwhánšopog']
fence	2	['lénakahn', 'lénakahn,']
dry.out	2	['wacab', 'bacaw']
picture	2	['šidašw', 'šídašw']
south.jetty	2	['pehmid', 'píhmad,']
be.pocket	2	['ručagíłw']
backbone	2	['bicód,', 'taptítk']
split.straight	2	['kałayól']
up.above.	2	['tót.', 'tothadé.']
go.west	2	['lákw', 'łakhs']
2SBJ.PASS?	2	['ílot.']
trout	2	['thigóhri,']
house[loc]	2	['muhl', 'mul']
just.then	2	['kiłih', 'kiłíh,']
be<3sbj.stv>long	2	['ło<h>w,']
open	2	['put', 'baktén']
cl.season	2	['labagadak,']
whale.	2	['khímak.', 'khémak.']
rabbit.skin.blanket	2	['híyawił', 'teyáweł']
some.	2	['bígoy.']
be.shady	2	['kwów', 'kwow']
crane.	2	['mélakwiyon.', 'mélakwhiyon.']
eat.along.with.something	2	['píwapal', 'piwap']
