word_1	word_2	biword	frequency
PROG	then	PROG|then	54
then	SUB	then|SUB	1
SUB	NMLZ.INF	SUB|NMLZ.INF	1
3POSS	feast	3POSS|feast	1
3POSS.	surely	3POSS.|surely	1
INCH	AUG	INCH|AUG	1
AUG	be.large	AUG|be.large	3
be.large	3SBJ.STV	be.large|3SBJ.STV	5
3SBJ.STV	that.way	3SBJ.STV|that.way	1
that.way	3POSS	that.way|3POSS	1
3POSS	be.so[3sbj].	3POSS|be.so[3sbj].	1
be.good	EMPH	be.good|EMPH	1
feel	3OBJ	feel|3OBJ	1
PROG	be.so	PROG|be.so	1
be.so	3SBJ.STV?	be.so|3SBJ.STV?	1
3SBJ.STV?	be.one	3SBJ.STV?|be.one	1
INCH	NEG.EMPH	INCH|NEG.EMPH	1
stay	2OBJ[1SBJ]	stay|2OBJ[1SBJ]	1
AFF.	what.int	AFF.|what.int	2
PST	be.unfortunate	PST|be.unfortunate	1
be.unfortunate	2SBJ<N.IND>SBJV?	be.unfortunate|2SBJ<N.IND>SBJV?	1
2SBJ<N.IND>SBJV?	DEF	2SBJ<N.IND>SBJV?|DEF	1
DEF	be.good	DEF|be.good	1
be.good	single.one[nmlz]	be.good|single.one[nmlz]	1
2NEG.EMPH	be.so	2NEG.EMPH|be.so	1
be.so	EMP	be.so|EMP	1
feast	1SBJ.SBJV?	feast|1SBJ.SBJV?	1
1SBJ.SBJV?	out	1SBJ.SBJV?|out	1
DEM.DIST	wear.front.dress	DEM.DIST|wear.front.dress	1
wear.front.dress	NMLZ.A	wear.front.dress|NMLZ.A	1
NMLZ.A	DEM.DIST	NMLZ.A|DEM.DIST	1
be.old	NMLZ.A.	be.old|NMLZ.A.	1
3SBJ.DEF	house.partition	3SBJ.DEF|house.partition	1
house.partition	SUB	house.partition|SUB	1
INCH	watch	INCH|watch	1
watch	3OBJ[3SBJ]	watch|3OBJ[3SBJ]	1
3OBJ[3SBJ]	AFF.	3OBJ[3SBJ]|AFF.	1
what.int	INCH	what.int|INCH	1
do.so	3SBJ.DEF?	do.so|3SBJ.DEF?	1
up.above	roof	up.above|roof	1
roof	LOC.	roof|LOC.	1
LOC.	stop.short.and.stand	LOC.|stop.short.and.stand	1
stop.short.and.stand	go.up	stop.short.and.stand|go.up	1
go.up	3SBJ.INDF	go.up|3SBJ.INDF	1
something.	go.in	something.|go.in	1
1POSS	husband	1POSS|husband	1
husband.	DEM	husband.|DEM	1
INCH	say	INCH|say	1
soon	down	soon|down	1
at.end.of	ropelike	at.end.of|ropelike	1
ropelike	fall	ropelike|fall	1
around	go.out	around|go.out	1
DEF	UNK	DEF|UNK	3
UNK	NMLZ.P	UNK|NMLZ.P	2
INCH	upright	INCH|upright	1
sit	INST	sit|INST	1
INST	3SBJ.INDF.	INST|3SBJ.INDF.	1
INCH	ask	INCH|ask	1
TH.IMPL	INST.IMPL[3SBJ]	TH.IMPL|INST.IMPL[3SBJ]	4
INT	AFF	INT|AFF	3
AFF	like[3sbj]?	AFF|like[3sbj]?	2
like[3sbj]?	no.	like[3sbj]?|no.	1
ITER	carry.on.back	ITER|carry.on.back	1
carry.on.back	3SBJ<TH.PASS>PASS.	carry.on.back|3SBJ<TH.PASS>PASS.	1
3SBJ<TH.PASS>PASS.	some.time	3SBJ<TH.PASS>PASS.|some.time	1
PST	cross	PST|cross	3
EMP	upright	EMP|upright	1
3SBJ.DEF.	ask	3SBJ.DEF.|ask	2
like[3sbj]?	PST	like[3sbj]?|PST	1
PL	go.to	PL|go.to	1
go.to	in.vain	go.to|in.vain	1
ITER	come.for.in.boat	ITER|come.for.in.boat	2
come.for.in.boat	3SBJ.IMPL.	come.for.in.boat|3SBJ.IMPL.	2
DEF	down	DEF|down	2
3NEG	NEG.EMPH	3NEG|NEG.EMPH	1
NEG.EMPH	get.in	NEG.EMPH|get.in	1
get.in	3SBJ.DEF	get.in|3SBJ.DEF	2
3NEG	get.in	3NEG|get.in	1
3SBJ.DEF	canoe	3SBJ.DEF|canoe	1
LOC.	UNK	LOC.|UNK	1
UNK	TH.IMPL[3SBJ]	UNK|TH.IMPL[3SBJ]	1
NMLZ.P	rock	NMLZ.P|rock	1
rock	2SBJ.HORT	rock|2SBJ.HORT	1
2SBJ.HORT	UNK	2SBJ.HORT|UNK	1
UNK	go.about	UNK|go.about	1
go.about	3SBJ.PASS.	go.about|3SBJ.PASS.	1
3SBJ.IMPL.	think	3SBJ.IMPL.|think	1
think	EMP	think|EMP	1
EMP	DUB[3SBJ]	EMP|DUB[3SBJ]	1
think	CESS	think|CESS	2
CESS	swim	CESS|swim	1
swim	HORT[3SBJ].	swim|HORT[3SBJ].	1
HORT[3SBJ].	DEM	HORT[3SBJ].|DEM	1
where	thither	where|thither	1
thither	ITER	thither|ITER	1
ITER	come.for.in.boat[3sbj].	ITER|come.for.in.boat[3sbj].	1
rogers.peak[loc]	DEM	rogers.peak[loc]|DEM	1
gather.acorns	3SBJ.INDF	gather.acorns|3SBJ.INDF	1
3SBJ.INDF	acorn.	3SBJ.INDF|acorn.	1
acorn.	3POSS	acorn.|3POSS	1
3POSS	put.up	3POSS|put.up	1
put.up	INST.IMPL[3SBJ].	put.up|INST.IMPL[3SBJ].	1
at.last	be.many	at.last|be.many	1
INCH	pass	INCH|pass	1
pass	SUB	pass|SUB	1
SUB	3SBJ.INDF	SUB|3SBJ.INDF	1
3SBJ.INDF	DEM.DIST	3SBJ.INDF|DEM.DIST	5
PL	PFV	PL|PFV	1
ITER	pass	ITER|pass	1
pass	3SBJ.INDF.	pass|3SBJ.INDF.	1
around	set.snare	around|set.snare	1
set.snare	3SBJ.INDF	set.snare|3SBJ.INDF	1
mud.hen.	PST	mud.hen.|PST	1
come[3sbj].	be.good	come[3sbj].|be.good	1
INCH	do.to	INCH|do.to	1
do.to	3SBJ.IMPL.	do.to|3SBJ.IMPL.	2
3SBJ.INDF	3NEG	3SBJ.INDF|3NEG	2
single.one	PROG	single.one|PROG	1
PROG	go.about[3sbj]	PROG|go.about[3sbj]	1
walk.about.outside[3sbj].	soon	walk.about.outside[3sbj].|soon	1
entrails	DEM.DIST	entrails|DEM.DIST	1
DEM.DIST	woman.	DEM.DIST|woman.	2
woman.	PST	woman.|PST	1
3SBJ.DEF	hit	3SBJ.DEF|hit	1
hit	face	hit|face	2
face	INST[1SBJ]	face|INST[1SBJ]	1
AFF.	soon	AFF.|soon	1
all	UNK	all|UNK	2
UNK	3SBJ.INDF.	UNK|3SBJ.INDF.	2
early	PST	early|PST	1
DEM	lie	DEM|lie	1
PROG	find[3sbj]	PROG|find[3sbj]	1
find[3sbj]	already	find[3sbj]|already	1
already	be.stiff	already|be.stiff	1
be.stiff	3SBJ.STV.	be.stiff|3SBJ.STV.	1
DEM.DIST	be.behind.dim	DEM.DIST|be.behind.dim	1
be.behind.dim	go	be.behind.dim|go	1
EMPH	PFV	EMPH|PFV	2
PFV	die[3sbj].	PFV|die[3sbj].	1
PROG	laugh	PROG|laugh	1
laugh	TH.1OBJ	laugh|TH.1OBJ	1
TH.1OBJ	REFL	TH.1OBJ|REFL	3
DEM.DIST	hit	DEM.DIST|hit	1
face	3SBJ<NMLZ.P>PASS	face|3SBJ<NMLZ.P>PASS	1
3SBJ<NMLZ.P>PASS	DEM	3SBJ<NMLZ.P>PASS|DEM	1
DEM	ADVS	DEM|ADVS	12
once.upon.a.time	DEM	once.upon.a.time|DEM	1
happen[3sbj]	man	happen[3sbj]|man	1
3POSS	man.marry	3POSS|man.marry	1
3SBJ.STV.	some.time	3SBJ.STV.|some.time	1
be.fortunate	TH.1OBJ	be.fortunate|TH.1OBJ	1
TH.1OBJ	RECP	TH.1OBJ|RECP	3
RECP	3SBJ.DEF.	RECP|3SBJ.DEF.	1
stay	some.time	stay|some.time	1
3SBJ.DEF	someone.else	3SBJ.DEF|someone.else	1
do.so	1SBJ?	do.so|1SBJ?	1
1SBJ?	all.right	1SBJ?|all.right	1
1SBJ.	medicine	1SBJ.|medicine	1
AFF	make[1sbj].	AFF|make[1sbj].	1
make[1sbj].	PST	make[1sbj].|PST	1
3SBJ.DEF	cottonwood	3SBJ.DEF|cottonwood	1
DEM.DIST	be.cute	DEM.DIST|be.cute	1
be.cute	then	be.cute|then	1
then	go.out	then|go.out	1
go.out	NMLZ.A	go.out|NMLZ.A	1
be.one	cl.long.objects	be.one|cl.long.objects	1
cl.long.objects	TH.STV	cl.long.objects|TH.STV	1
3SBJ.DEF.	drink	3SBJ.DEF.|drink	1
stand.up	CAUS	stand.up|CAUS	1
go.in	EMP	go.in|EMP	1
EMP	put.in.ground	EMP|put.in.ground	1
put.in.ground	3OBJ	put.in.ground|3OBJ	1
UNK	water	UNK|water	1
water	CAUS	water|CAUS	1
3POSS	feet	3POSS|feet	1
feet	3POSS.	feet|3POSS.	1
weave.baskets	3SBJ.DEF	weave.baskets|3SBJ.DEF	1
INCH	mention.name.in.song	INCH|mention.name.in.song	1
mention.name.in.song	3SBJ.DEF	mention.name.in.song|3SBJ.DEF	1
3POSS	husband	3POSS|husband	1
husband	3POSS	husband|3POSS	1
go.to	be.easily.frightened	go.to|be.easily.frightened	1
be.easily.frightened	EMP	be.easily.frightened|EMP	1
EMP	give.up.husband	EMP|give.up.husband	1
give.up.husband	NMLZ.INF	give.up.husband|NMLZ.INF	1
3SBJ.DEF	ten	3SBJ.DEF|ten	1
be.so.many	cl.days	be.so.many|cl.days	3
cl.days	EMP	cl.days|EMP	1
3SBJ.DEF.	čiwował	3SBJ.DEF.|čiwował	1
čiwował	wónakw	čiwował|wónakw	1
go.to	weave.baskets	go.to|weave.baskets	1
weave.baskets	NMLZ.INF	weave.baskets|NMLZ.INF	1
ten	3POSS	ten|3POSS	1
3POSS	be.so.many	3POSS|be.so.many	1
be.so.many	cl.days[3sbj]	be.so.many|cl.days[3sbj]	1
cl.days[3sbj]	PST	cl.days[3sbj]|PST	1
3POSS	come	3POSS|come	6
UNK	PFV	UNK|PFV	1
PFV	look.up	PFV|look.up	1
DEM.DIST	husband	DEM.DIST|husband	1
husband	3POSS.	husband|3POSS.	1
relating.to	come	relating.to|come	1
FUT	EMPH	FUT|EMPH	1
EMPH	on.arrival	EMPH|on.arrival	1
come	meet.and.catch	come|meet.and.catch	1
meet.and.catch	3SBJ.IMPL	meet.and.catch|3SBJ.IMPL	1
put.arm.around.neck	3SBJ.IMPL.	put.arm.around.neck|3SBJ.IMPL.	1
3SBJ.IMPL.	3NEG	3SBJ.IMPL.|3NEG	2
DEM	only	DEM|only	3
only	so.do	only|so.do	1
so.do	3SBJ.DEF.	so.do|3SBJ.DEF.	1
cottonwood	PST	cottonwood|PST	1
PST	hit	PST|hit	1
hit	3OBJ	hit|3OBJ	1
EMP	faint	EMP|faint	1
faint	3SBJ.DEF	faint|3SBJ.DEF	1
heart	3POSS	heart|3POSS	2
PST	be.weak	PST|be.weak	1
be.weak	TH.STV	be.weak|TH.STV	1
TH.STV	cl.flat.round[3sbj].	TH.STV|cl.flat.round[3sbj].	1
cl.flat.round[3sbj].	soon	cl.flat.round[3sbj].|soon	1
ITER	breathe	ITER|breathe	2
breathe	3SBJ.DEF.	breathe|3SBJ.DEF.	2
DEM.DIST	do.to	DEM.DIST|do.to	1
do.to	3SBJ.DEF?	do.to|3SBJ.DEF?	1
go	2SBJ.SBJV?	go|2SBJ.SBJV?	1
ITER	want	ITER|want	1
3OBJ.PERS	2OBJ.DIM	3OBJ.PERS|2OBJ.DIM	1
2OBJ.DIM	1SBJ<NEG>SBJV.	2OBJ.DIM|1SBJ<NEG>SBJV.	1
1SBJ<NEG>SBJV.	DEM.DIST	1SBJ<NEG>SBJV.|DEM.DIST	1
3SBJ.DEF	want	3SBJ.DEF|want	1
want	3OBJ	want|3OBJ	1
ITER	dwell	ITER|dwell	4
dwell	2OBJ	dwell|2OBJ	2
2OBJ	NMLZ.INF.	2OBJ|NMLZ.INF.	1
PROG	pay.for.insult	PROG|pay.for.insult	1
pay.for.insult	TH.1OBJ	pay.for.insult|TH.1OBJ	1
1OBJ	2SBJ	1OBJ|2SBJ	7
dwell	TH.1OBJ	dwell|TH.1OBJ	1
2SBJ.	be.good	2SBJ.|be.good	1
ITER	do.to	ITER|do.to	3
do.to	1OBJ	do.to|1OBJ	1
1OBJ	2SBJ<N.IND>SBJV	1OBJ|2SBJ<N.IND>SBJV	1
2SBJ<N.IND>SBJV	ITER	2SBJ<N.IND>SBJV|ITER	1
ITER	be.alone	ITER|be.alone	1
be.alone	CAUS	be.alone|CAUS	1
CAUS	TH.1OBJ	CAUS|TH.1OBJ	1
TH.1OBJ	UNK.	TH.1OBJ|UNK.	1
do.so	1SBJ<NEG>SBJV.	do.so|1SBJ<NEG>SBJV.	1
1SBJ<NEG>SBJV.	FUT	1SBJ<NEG>SBJV.|FUT	1
FUT	pay.for.insult	FUT|pay.for.insult	1
pay.for.insult	2OBJ[1SBJ]	pay.for.insult|2OBJ[1SBJ]	1
AFF.	like	AFF.|like	1
1SBJ	go.to	1SBJ|go.to	1
PST	pay.for.insult	PST|pay.for.insult	1
pay.for.insult	3OBJ	pay.for.insult|3OBJ	1
dwell	3OBJ	dwell|3OBJ	1
be.so[3sbj]	around	be.so[3sbj]|around	1
ITER	dwell[3sbj].	ITER|dwell[3sbj].	1
north	DEM	north|DEM	1
be.two	DEM.PROX	be.two|DEM.PROX	1
DEM.PROX	dwell	DEM.PROX|dwell	1
dwell	3SBJ.DEF	dwell|3SBJ.DEF	1
when	be.up	when|be.up	1
be.up	AUG	be.up|AUG	1
AUG	grow.up	AUG|grow.up	1
2NEG	EMP	2NEG|EMP	4
marry	NEG[2SBJ].	marry|NEG[2SBJ].	1
NEG[2SBJ].	some.time	NEG[2SBJ].|some.time	1
3SBJ.INDF	man	3SBJ.INDF|man	1
buy	3SBJ.IMPL	buy|3SBJ.IMPL	3
3SBJ.IMPL	PST	3SBJ.IMPL|PST	1
INST.IMPL[3SBJ.PASS]	DEM.DIST	INST.IMPL[3SBJ.PASS]|DEM.DIST	1
relating.to	already	relating.to|already	1
already	think	already|think	1
TH.SBJV	2SBJ.SBJV	TH.SBJV|2SBJ.SBJV	2
2SBJ.SBJV	marry	2SBJ.SBJV|marry	1
AFF?	EMPH	AFF?|EMPH	1
DEM.DIST	old.man	DEM.DIST|old.man	9
old.man	marry	old.man|marry	1
marry	CAUS	marry|CAUS	1
CAUS	3OBJ[1SBJ].	CAUS|3OBJ[1SBJ].	1
AFF.	DEM.DIST	AFF.|DEM.DIST	3
PROH	be.long.time	PROH|be.long.time	1
EMP	go.down[2sbj.neg].	EMP|go.down[2sbj.neg].	1
all.night	stay[3sbj].	all.night|stay[3sbj].	1
young.man	walk.about.outside	young.man|walk.about.outside	1
walk.about.outside	TH.INTR	walk.about.outside|TH.INTR	1
TH.INTR	3SBJ.DEF	TH.INTR|3SBJ.DEF	1
do.with.mouth	3SBJ.DEF	do.with.mouth|3SBJ.DEF	1
AFF.	out	AFF.|out	1
only	cane	only|cane	1
cane	3POSS	cane|3POSS	2
EMP	fetch	EMP|fetch	2
flute	also.	flute|also.	1
where.int	go.to	where.int|go.to	3
INST.IMPL[3SBJ.PASS]	no.longer	INST.IMPL[3SBJ.PASS]|no.longer	1
stay[3sbj].	1SG	stay[3sbj].|1SG	1
AFF	no.longer	AFF|no.longer	3
stay[1sbj]	PROG	stay[1sbj]|PROG	1
PROG	go[1sbj]	PROG|go[1sbj]	1
DEF	sibling	DEF|sibling	1
3POSS.	where	3POSS.|where	1
PROG	step	PROG|step	1
step	do.with.foot	step|do.with.foot	1
do.with.foot	3OBJ	do.with.foot|3OBJ	1
PROG	step.on[1sbj].	PROG|step.on[1sbj].	1
EMPH	be.far	EMPH|be.far	3
3NEG	very	3NEG|very	3
very	go[3sbj]	very|go[3sbj]	1
3POSS	when	3POSS|when	1
when	face	when|face	1
face	SUB	face|SUB	2
EMP	look.back.every.few.steps[3sbj].	EMP|look.back.every.few.steps[3sbj].	1
look.back.every.few.steps[3sbj].	go	look.back.every.few.steps[3sbj].|go	1
so	sing	so|sing	3
INCH	go.to	INCH|go.to	8
go.to	say.words.in.singing	go.to|say.words.in.singing	1
say.words.in.singing	3SBJ.DEF	say.words.in.singing|3SBJ.DEF	1
ITER	face	ITER|face	1
EMP	look.back.every.few.steps	EMP|look.back.every.few.steps	1
look.back.every.few.steps	NMLZ.INF	look.back.every.few.steps|NMLZ.INF	1
be.far	go[3sbj].	be.far|go[3sbj].	1
go[3sbj].	just.that.far	go[3sbj].|just.that.far	1
just.that.far	PFV	just.that.far|PFV	1
PFV	UNK	PFV|UNK	1
young.man	DEM	young.man|DEM	1
1SBJ	so.that	1SBJ|so.that	1
so.that	PST	so.that|PST	1
PST	make.mistake	PST|make.mistake	2
make.mistake	TH.1OBJ	make.mistake|TH.1OBJ	2
PST	put.in	PST|put.in	1
be.far	step.on	be.far|step.on	1
step.on	3OBJ	step.on|3OBJ	1
DEM.DIST	woman	DEM.DIST|woman	4
where	DUB	where|DUB	1
DUB	PST	DUB|PST	1
AFF	do.so	AFF|do.so	1
PST	untie.hair	PST|untie.hair	1
untie.hair	3OBJ	untie.hair|3OBJ	1
DEF	tie.with.otter.skin[nmlz].	DEF|tie.with.otter.skin[nmlz].	1
PST	be.straight	PST|be.straight	1
be.straight	by.hand	be.straight|by.hand	1
ITER	thither	ITER|thither	2
thither	wrap	thither|wrap	2
wrap	roll	wrap|roll	2
roll	3OBJ.PERS	roll|3OBJ.PERS	2
ITER	be.straight	ITER|be.straight	1
be.straight	3SBJ.DEF.	be.straight|3SBJ.DEF.	1
UNK	lie.down	UNK|lie.down	1
EMPH	around	EMPH|around	9
around	so	around|so	9
DEM	on.arrival	DEM|on.arrival	1
AFF	single.one	AFF|single.one	1
PST	come[1sbj].	PST|come[1sbj].	1
come[1sbj].	PROG	come[1sbj].|PROG	1
from	north	from|north	3
north	come	north|come	1
come	2SBJ	come|2SBJ	1
2SBJ	in.old.days?	2SBJ|in.old.days?	1
yes	from	yes|from	1
north	around	north|around	1
around	come.from[1sbj].	around|come.from[1sbj].	1
TH.SBJV	2SBJ<N.IND>SBJV?	TH.SBJV|2SBJ<N.IND>SBJV?	3
go	2SBJ?	go|2SBJ?	1
house[loc]	visit[1sbj].	house[loc]|visit[1sbj].	1
very.soon	go	very.soon|go	1
how.long.int	AFF	how.long.int|AFF	2
then	PFV	then|PFV	4
PFV	INCH	PFV|INCH	1
INCH	stay	INCH|stay	1
stay	2SBJ<N.IND>SBJV?	stay|2SBJ<N.IND>SBJV?	1
ITER	come.so[1sbj].	ITER|come.so[1sbj].	1
1SBJ	must	1SBJ|must	1
must	on.arrival	must|on.arrival	1
ITER	stay[1sbj].	ITER|stay[1sbj].	1
AFF	go.to.work	AFF|go.to.work	2
go.to.work	3OBJ	go.to.work|3OBJ	2
how.long.int	CESS	how.long.int|CESS	1
PFV	go.to.work	PFV|go.to.work	1
3OBJ	2SBJ<NEG>SBJV.	3OBJ|2SBJ<NEG>SBJV.	1
EMP	cl.day	EMP|cl.day	1
cl.day	PROG	cl.day|PROG	1
go.to	work	go.to|work	4
work	3OBJ[2SBJ]?	work|3OBJ[2SBJ]?	1
how.much.int	around	how.much.int|around	1
give	TH.1OBJ	give|TH.1OBJ	1
1OBJ	3OBJ[2SBJ]?	1OBJ|3OBJ[2SBJ]?	1
be.two	cl.flat.round	be.two|cl.flat.round	1
cl.flat.round	UNK[NMLZ].	cl.flat.round|UNK[NMLZ].	1
where	possess.temporarily	where|possess.temporarily	1
possess.temporarily	3OBJ	possess.temporarily|3OBJ	1
3OBJ	REFL[1SBJ].	3OBJ|REFL[1SBJ].	1
AFF	CESS	AFF|CESS	5
1SBJ.	PROG	1SBJ.|PROG	1
PROG	hire	PROG|hire	1
hire	TH.1OBJ	hire|TH.1OBJ	1
TH.1OBJ	1OBJ[3SBJ].	TH.1OBJ|1OBJ[3SBJ].	1
go.to.work	3OBJ[1SBJ].	go.to.work|3OBJ[1SBJ].	1
3OBJ[1SBJ].	DEF	3OBJ[1SBJ].|DEF	1
be.much	be.large	be.much|be.large	1
FUT	soon	FUT|soon	1
soon	CESS	soon|CESS	1
CESS	1SBJ.SBJV	CESS|1SBJ.SBJV	1
3OBJ.PERS	2OBJ[1SBJ]	3OBJ.PERS|2OBJ[1SBJ]	1
2OBJ[1SBJ]	2POSS	2OBJ[1SBJ]|2POSS	1
2POSS	see	2POSS|see	1
FUT	visit	FUT|visit	1
visit	2SBJ.IMP	visit|2SBJ.IMP	1
UNK	2OBJ[1SBJ].	UNK|2OBJ[1SBJ].	1
come	2SBJ<N.IND>SBJV?	come|2SBJ<N.IND>SBJV?	1
somewhere	around	somewhere|around	1
around	happen.	around|happen.	1
happen.	long.ago	happen.|long.ago	1
long.ago	money	long.ago|money	1
1POSS	lend	1POSS|lend	1
lend	3OBJ.PERS	lend|3OBJ.PERS	1
3OBJ.PERS	NMLZ.INF	3OBJ.PERS|NMLZ.INF	1
work	UNK	work|UNK	1
EMP	speak	EMP|speak	1
speak	3SBJ.INDF	speak|3SBJ.INDF	1
ITER	call.for	ITER|call.for	1
call.for	3OBJ[1SBJ]	call.for|3OBJ[1SBJ]	1
AFF.	oh.my!	AFF.|oh.my!	1
oh.my!	be.glad	oh.my!|be.glad	1
be.glad	3OBJ[1SBJ]	be.glad|3OBJ[1SBJ]	1
3OBJ[1SBJ]	1POSS	3OBJ[1SBJ]|1POSS	2
1POSS	money	1POSS|money	1
see	1SBJ.SBJV.	see|1SBJ.SBJV.	1
around	news[1sbj]	around|news[1sbj]	1
news[1sbj]	DEM	news[1sbj]|DEM	1
DEM	wherever	DEM|wherever	1
wherever	go[1sbj].	wherever|go[1sbj].	1
something	NEG.EMPH	something|NEG.EMPH	1
NEG.EMPH	happen[3sbj].	NEG.EMPH|happen[3sbj].	1
happen[3sbj].	single.one	happen[3sbj].|single.one	1
NEG.EMPH	PROG	NEG.EMPH|PROG	3
PROG	be.ill	PROG|be.ill	1
be.ill	SUB	be.ill|SUB	1
3SBJ.STV.	be.good	3SBJ.STV.|be.good	1
in.the.past	1POSS	in.the.past|1POSS	1
1POSS	hear.news	1POSS|hear.news	1
PROG	fight	PROG|fight	1
fight	SUB	fight|SUB	1
DIM	3SBJ.IMPL.	DIM|3SBJ.IMPL.	1
INT	know	INT|know	1
3OBJ	2SBJ?	3OBJ|2SBJ?	1
2SBJ?	in.the.past	2SBJ?|in.the.past	1
hear.news	3OBJ[1SBJ]	hear.news|3OBJ[1SBJ]	1
3OBJ[1SBJ]	person	3OBJ[1SBJ]|person	1
3POSS	hurt	3POSS|hurt	1
hurt	3SBJ.PASS.	hurt|3SBJ.PASS.	1
yes	man	yes|man	1
man	shoot	man|shoot	1
also	in.the.past	also|in.the.past	1
in.the.past	DEM	in.the.past|DEM	1
around	listen.to[3sbj].	around|listen.to[3sbj].	1
PROG	tell	PROG|tell	2
tell	1OBJ[3SBJ]	tell|1OBJ[3SBJ]	1
1OBJ[3SBJ]	PST	1OBJ[3SBJ]|PST	1
EMP	miss	EMP|miss	1
miss	3SBJ.PASS.	miss|3SBJ.PASS.	1
1SG	PST	1SG|PST	2
EMPH	be.fat	EMPH|be.fat	1
be.fat	3SBJ.DEF?	be.fat|3SBJ.DEF?	1
be.thin	3SBJ.DEF.	be.thin|3SBJ.DEF.	1
relating.to	only	relating.to|only	1
see	NMLZ.INF?	see|NMLZ.INF?	1
in.vain	be.many	in.vain|be.many	1
be.many	see	be.many|see	2
3OBJ[1SBJ].	no.longer	3OBJ[1SBJ].|no.longer	1
3POSS	cartridge	3POSS|cartridge	1
cartridge	DEM	cartridge|DEM	1
3NEG	be.one	3NEG|be.one	1
be.one	cl.large.round.	be.one|cl.large.round.	1
only	be.one	only|be.one	1
EMP	shoot[1sbj].	EMP|shoot[1sbj].	1
animal	relating.to	animal|relating.to	1
relating.to	be.many	relating.to|be.many	1
INCH	kill	INCH|kill	1
2SBJ	somewhere	2SBJ|somewhere	1
think	2SBJ.SBJV	think|2SBJ.SBJV	1
2SBJ.SBJV	be.so.many	2SBJ.SBJV|be.so.many	1
be.so.many	3OBJ[2SBJ].	be.so.many|3OBJ[2SBJ].	1
1NEG	appear[3sbj].	1NEG|appear[3sbj].	1
sometime	go.to	sometime|go.to	1
go.to	INDF	go.to|INDF	1
INDF	happen[nmlz]	INDF|happen[nmlz]	1
go[1sbj]	3POSS	go[1sbj]|3POSS	1
3OBJ[1SBJ].	be.good	3OBJ[1SBJ].|be.good	1
EMP	happen[3sbj]	EMP|happen[3sbj]	1
happen[3sbj]	very	happen[3sbj]|very	1
1SBJ	DEM	1SBJ|DEM	1
DEM	1POSS	DEM|1POSS	1
go.about	1SBJ.	go.about|1SBJ.	1
CESS	speak.to	CESS|speak.to	1
RECP	3SBJ.DEF	RECP|3SBJ.DEF	3
3SBJ.DEF	3PL.	3SBJ.DEF|3PL.	8
3PL.	DEM	3PL.|DEM	3
3POSS	say	3POSS|say	1
say	NMLZ.INF	say|NMLZ.INF	1
all	CESS	all|CESS	1
CESS	speak	CESS|speak	1
speak	3SBJ.INDF.	speak|3SBJ.INDF.	1
DEM.DIST	be.so.many	DEM.DIST|be.so.many	2
be.so.many	3SBJ.STV[NMLZ]	be.so.many|3SBJ.STV[NMLZ]	1
3SBJ.STV[NMLZ]	PROG	3SBJ.STV[NMLZ]|PROG	1
PROG	smoke	PROG|smoke	1
3SBJ.DEF	pipe	3SBJ.DEF|pipe	1
DEM.DIST	put.away	DEM.DIST|put.away	1
put.away	3SBJ.IMPL.	put.away|3SBJ.IMPL.	1
EMPH	3NEG[NMLZ]	EMPH|3NEG[NMLZ]	1
3PL	smoke	3PL|smoke	1
smoke	INST.IMPL[3SBJ.PASS].	smoke|INST.IMPL[3SBJ.PASS].	1
INST.IMPL[3SBJ.PASS].	3POSS	INST.IMPL[3SBJ.PASS].|3POSS	1
INCH	make.speech	INCH|make.speech	1
make.speech	3SBJ.INDF	make.speech|3SBJ.INDF	2
single.one	3NEG	single.one|3NEG	2
3POSS	move	3POSS|move	1
move	sit	move|sit	1
sit	NEG.	sit|NEG.	1
NEG.	say	NEG.|say	1
(PROG	say	(PROG|say	1
TH.IMPL	INST.IMPL[3SBJ])	TH.IMPL|INST.IMPL[3SBJ])	1
INST.IMPL[3SBJ])	children	INST.IMPL[3SBJ])|children	1
children	PROG	children|PROG	1
suddenly	cry	suddenly|cry	1
in.the.midst.of	make.speech	in.the.midst.of|make.speech	1
3SBJ.INDF	be.allowable[3sbj]	3SBJ.INDF|be.allowable[3sbj]	1
3POSS	be.parent[nmlz]	3POSS|be.parent[nmlz]	1
be.parent[nmlz]	PROG	be.parent[nmlz]|PROG	1
PROG	adorn.oneself	PROG|adorn.oneself	1
adorn.oneself	TH.1OBJ	adorn.oneself|TH.1OBJ	2
all	take.off	all|take.off	2
(PROG	adorn.oneself	(PROG|adorn.oneself	1
PFV	go.down	PFV|go.down	1
go.down	go	go.down|go	1
go	3SBJ.DEF).	go|3SBJ.DEF).	1
3SBJ.DEF).	DEM	3SBJ.DEF).|DEM	1
DEM	3PL	DEM|3PL	3
DEM.DIST	be.so	DEM.DIST|be.so	1
be.so	NMLZ.P	be.so|NMLZ.P	11
NMLZ.P	know	NMLZ.P|know	1
3SBJ.PASS	medicine	3SBJ.PASS|medicine	1
3POSS	make	3POSS|make	3
3POSS.	attack	3POSS.|attack	1
attack	NMLZ.INF	attack|NMLZ.INF	4
medicine	PROG	medicine|PROG	1
PROG	make	PROG|make	6
make	3OBJ	make|3OBJ	5
DEM.DIST	bones	DEM.DIST|bones	1
bones	3POSS	bones|3POSS	2
INDF	bones.dim	INDF|bones.dim	1
bones.dim	NMLZ.A	bones.dim|NMLZ.A	1
DEM	medicine	DEM|medicine	1
